"seqnames","start","end","width","strand","Conc","Conc_p53KD","Conc_Scramble","Fold","p.value","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME","annotation_category","input_gene","ENTREZID"
"chr3",196288236,196288736,501,"*",4.80666001743164,3.43123995345275,5.49780065903494,-0.542688577761905,0.221754949949851,0.528472225398241,"Promoter (<=1kb)",3,196247508,196287957,40450,2,"5130","ENST00000443555.1",-279,"ENSG00000161217","PCYT1A","phosphate cytidylyltransferase 1A, choline","Promoter (<=1 kb)","PCYT1A","5130"
"chr1",203178158,203178658,501,"*",4.27482383971491,2.84484167075769,4.97869045339573,-0.539146493197934,0.222706838599003,0.529956745912841,"Promoter (1-2kb)",1,203179134,203180133,1000,2,"1116","ENST00000478742.1",1475,"ENSG00000133048","CHI3L1","chitinase 3 like 1","Promoter (1-2 kb)","CHI3L1","1116"
"chr2",27183509,27184009,501,"*",5.06984935125837,3.79593207027674,5.73566468619217,-0.549663204326943,0.223237159847801,0.53043519839942,"Distal Intergenic",2,27199587,27203049,3463,2,"8884","ENST00000461757.1",19040,"ENSG00000138074","SLC5A6","solute carrier family 5 member 6","Distal intergenic","SLC5A6","8884"
"chr17",77444672,77445172,501,"*",5.01445448581562,4.29281312451823,5.49326362622549,-0.575405530420182,0.223415797959367,0.530468460593279,"Promoter (<=1kb)",17,77444704,77447167,2464,1,"112268198","ENST00000624282.1",0,"ENSG00000279801","LOC112268198","uncharacterized LOC112268198","Promoter (<=1 kb)","LOC112268198","112268198"
"chr17",43530557,43531057,501,"*",5.87746646623174,4.95975372410303,6.43392277440121,-0.572024912108264,0.224343049658743,0.53209465153172,"Promoter (<=1kb)",17,43528499,43530434,1936,2,"2118","ENST00000586826.1",-123,"ENSG00000175832","ETV4","ETS variant transcription factor 4","Promoter (<=1 kb)","ETV4","2118"
"chr2",170973812,170974312,501,"*",5.49369238157303,4.87740461772524,5.92414108802211,-0.566991615926022,0.224782919989219,0.532307713736577,"Distal Intergenic",2,170953818,170966601,12784,1,"26003","ENST00000486498.1",19994,"ENSG00000115806","GORASP2","golgi reassembly stacking protein 2","Distal intergenic","GORASP2","26003"
"chr3",139302693,139303193,501,"*",4.52238699674279,3.75935163783883,5.01884396545257,-0.574384975943338,0.225016482343022,0.532307713736577,"Intron (ENST00000495075.5/56945, intron 2 of 9)",3,139282590,139360301,77712,1,"56945","ENST00000684961.1",20103,"ENSG00000175110","MRPS22","mitochondrial ribosomal protein S22","Other intron","MRPS22","56945"
"chr21",42009624,42010124,501,"*",5.23405641531567,4.66916640137776,5.63895196332132,-0.55813312173429,0.225813446210879,0.533447869724038,"Promoter (<=1kb)",21,42009931,42024419,14489,1,"150142","ENST00000675169.1",0,"ENSG00000237232","ZNF295-AS1","ZNF295 antisense RNA 1","Promoter (<=1 kb)","ZNF295-AS1","150142"
"chr2",20614141,20614641,501,"*",5.00138423401094,4.42489871175889,5.41216449222525,-0.559439987852194,0.22600082869213,0.533447869724038,"3' UTR",2,20592617,20624773,32157,2,"64342","ENST00000415264.5",10132,"ENSG00000118960","HS1BP3","HCLS1 binding protein 3","3' UTR","HS1BP3","64342"
"chr12",52191832,52192332,501,"*",5.48991534924012,5.00609997803769,5.85158939693796,-0.537839744714898,0.226160624208341,0.533447869724038,"Promoter (<=1kb)",12,52168996,52192000,23005,2,"144501","ENST00000313234.9",0,"ENSG00000167767","KRT80","keratin 80","Promoter (<=1 kb)","KRT80","144501"
"chr15",68817980,68818480,501,"*",4.58310338149499,3.85674146272592,5.06396180932531,-0.572335038183773,0.226160704544704,0.533447869724038,"Promoter (<=1kb)",15,68818221,68946122,127902,1,"246777","ENST00000560188.1",0,"ENSG00000258484","SPESP1","sperm equatorial segment protein 1","Promoter (<=1 kb)","SPESP1","246777"
"chr3",9731202,9731702,501,"*",5.10918033291535,4.4862746878435,5.54282163239925,-0.565658433372453,0.22659502256419,0.534081318728472,"Promoter (<=1kb)",3,9731729,9747873,16145,1,"7862","ENST00000433861.6",-27,"ENSG00000156983","BRPF1","bromodomain and PHD finger containing 1","Promoter (<=1 kb)","BRPF1","7862"
"chr20",62641988,62642488,501,"*",6.56924883463722,6.05285959901442,6.94873739179308,-0.546920903183964,0.227162252742148,0.534815368888785,"Promoter (<=1kb)",20,62642503,62672293,29791,1,"28231","ENST00000217159.6",-15,"ENSG00000101187","SLCO4A1","solute carrier organic anion transporter family member 4A1","Promoter (<=1 kb)","SLCO4A1","28231"
"chr16",30698061,30698561,501,"*",5.64519010113866,4.73625293791367,6.19847461135804,-0.568384019121086,0.227238435756904,0.534815368888785,"Promoter (<=1kb)",16,30698209,30741409,43201,1,"10847","ENST00000411466.7",0,"ENSG00000080603","SRCAP","Snf2 related CREBBP activator protein","Promoter (<=1 kb)","SRCAP","10847"
"chr17",83051207,83051707,501,"*",3.59715856019143,2.47701510259649,4.22004387103137,-0.553116686266928,0.228009492725919,0.535609690281311,"Promoter (<=1kb)",17,82942149,83051770,109622,2,"146712","ENST00000320865.4",63,"ENSG00000175711","QTGAL","queuosine-tRNA galactosyltransferase","Promoter (<=1 kb)","QTGAL","146712"
"chr11",64246173,64246673,501,"*",5.28001702985661,4.56070373597518,5.75781196223859,-0.569619485452445,0.228022082266385,0.535609690281311,"Promoter (<=1kb)",11,64244480,64246193,1714,2,"26472","ENST00000392210.6",0,"ENSG00000173457","PPP1R14B","protein phosphatase 1 regulatory inhibitor subunit 14B","Promoter (<=1 kb)","PPP1R14B","26472"
"chr16",84138852,84139352,501,"*",5.33663523969563,4.53474051446194,5.84901853433737,-0.570152619782249,0.228123010676538,0.535609690281311,"5' UTR",16,84130319,84144438,14120,2,"83693","ENST00000568857.5",5086,"ENSG00000103160","HSDL1","hydroxysteroid dehydrogenase like 1","5' UTR","HSDL1","83693"
"chr9",132474470,132474970,501,"*",5.36207338191414,4.60893536548503,5.85437613245722,-0.570174395945964,0.228240876708951,0.535609690281311,"Intron (ENST00000393215.7/389799, intron 1 of 3)",9,132525392,132531805,6414,2,"124902293","ENST00000796856.1",56835,NA,"LOC124902293","uncharacterized LOC124902293","Other intron","LOC124902293","124902293"
"chr3",136752545,136753045,501,"*",5.91005758706434,5.31807926177207,6.32859024573893,-0.559014465740704,0.229017397963152,0.53665022271802,"Promoter (<=1kb)",3,136752630,136755780,3151,1,"119139906","ENST00000564748.1",0,"ENSG00000261758","STAG1-DT","STAG1 divergent transcript","Promoter (<=1 kb)","STAG1-DT","119139906"
"chr17",75270939,75271439,501,"*",4.22555294545667,2.8032087308397,4.92767358635022,-0.524670197454883,0.230752825844431,0.539823414923978,"Promoter (<=1kb)",17,75271369,75273895,2527,1,"100287042","ENST00000585075.1",0,"ENSG00000263843","MIF4GD-DT","MIF4GD divergent transcript","Promoter (<=1 kb)","MIF4GD-DT","100287042"
"chr10",29083182,29083682,501,"*",4.92215122193374,4.08653897509072,5.44787415525822,-0.56539999600732,0.230980872802144,0.539823414923978,"Distal Intergenic",10,29099218,29135763,36546,1,"107984171","ENST00000766992.1",-15536,NA,"LOC107984171","uncharacterized LOC107984171","Distal intergenic","LOC107984171","107984171"
"chr11",65488541,65489041,501,"*",5.68719232791681,4.74514858521078,6.25230688335889,-0.560563217325563,0.231016171162565,0.539823414923978,"Promoter (<=1kb)",11,65487241,65488714,1474,2,"105369346","ENST00000666139.1",0,NA,"LINC02736","long intergenic non-protein coding RNA 2736","Promoter (<=1 kb)","LINC02736","105369346"
"chr9",120876095,120876595,501,"*",5.87078524303961,5.03793354710003,6.39543227976314,-0.565566255514323,0.231041740900113,0.539823414923978,"Promoter (<=1kb)",9,120870487,120876433,5947,2,"26147","ENST00000456291.1",0,"ENSG00000119403","PHF19","PHD finger protein 19","Promoter (<=1 kb)","PHF19","26147"
"chrX",9829530,9830030,501,"*",5.26076218014991,3.98763330197713,5.92637193545555,-0.535235021152173,0.231688454850956,0.540942175021579,"Intron (ENST00000380913.8/357, intron 1 of 9)",23,9786429,9949443,163015,1,"357","ENST00000380913.8",43101,"ENSG00000146950","SHROOM2","shroom family member 2","Other intron","SHROOM2","357"
"chr2",85538929,85539429,501,"*",6.6471020577302,5.94454710577421,7.11752645039182,-0.56375835680003,0.232760921295603,0.543052634623051,"Promoter (<=1kb)",2,85537461,85539110,1650,2,"100630918","ENST00000667933.3",0,"ENSG00000286532","PARTICL","promoter of MAT2A antisense radiation-induced circulating long non-coding RNA","Promoter (<=1 kb)","PARTICL","100630918"
"chr16",57447467,57447967,501,"*",5.31998193947559,4.77326185179432,5.71551124633672,-0.547132361139061,0.233925623501543,0.54537507881474,"Promoter (<=1kb)",16,57447479,57461270,13792,1,"57017","ENST00000262507.11",0,"ENSG00000088682","COQ9","coenzyme Q9","Promoter (<=1 kb)","COQ9","57017"
"chr2",28224722,28225222,501,"*",4.85940894182879,4.0732659288438,5.36540924784835,-0.562442112806074,0.234197540548037,0.545614226786533,"Intron (ENST00000344773.6/9577, intron 7 of 12)",2,28267473,28269542,2070,2,"124907745","ENST00000814085.1",44320,NA,"LOC124907745","uncharacterized LOC124907745","Other intron","LOC124907745","124907745"
"chr4",8439746,8440246,501,"*",4.55126558671421,5.25839090263696,3.10689371540095,0.518808551157391,0.234692802861064,0.546372984695338,"Promoter (<=1kb)",4,8366282,8440723,74442,2,"8310","ENST00000356406.10",477,"ENSG00000087008","ACOX3","acyl-CoA oxidase 3, pristanoyl","Promoter (<=1 kb)","ACOX3","8310"
"chr6",37137866,37138366,501,"*",4.82453721992033,5.26022805134196,4.19735930756041,0.555957938241499,0.235112934935143,0.546955867408686,"Exon (ENST00000739940.1/ENST00000739940.1, exon 1 of 2)",6,37170152,37175428,5277,1,"5292","ENST00000373509.6",-31786,"ENSG00000137193","PIM1","Pim-1 proto-oncogene, serine/threonine kinase","Other exon","PIM1","5292"
"chr11",36149551,36150051,501,"*",5.78449072470737,4.71797458934281,6.39096079368828,-0.546127793737484,0.235793336075848,0.548142950098399,"Intron (ENST00000524419.5/143458, intron 4 of 5)",11,36163299,36227429,64131,1,"143458","ENST00000529759.1",-13248,"ENSG00000179241","LDLRAD3","low density lipoprotein receptor class A domain containing 3","Other intron","LDLRAD3","143458"
"chr4",185333572,185334072,501,"*",4.91800742993117,4.06513379427905,5.4503934309661,-0.558037916431519,0.23655398211705,0.549514729907091,"Intron (ENST00000618785.4/83891, intron 10 of 17)",4,185320845,185370185,49341,1,"83891","ENST00000504959.5",12727,"ENSG00000109762","SNX25","sorting nexin 25","Other intron","SNX25","83891"
"chr12",56116634,56117134,501,"*",6.68625172616828,6.09641423166445,7.10372055883445,-0.550547257959927,0.237149131426292,0.550197132266059,"Promoter (<=1kb)",12,56116768,56117687,920,1,"6171","ENST00000546654.1",0,"ENSG00000229117","RPL41","ribosomal protein L41","Promoter (<=1 kb)","RPL41","6171"
"chr9",134602387,134602887,501,"*",4.73158869311988,3.43123995345275,5.40421494563321,-0.52427931952945,0.23734170736169,0.550197132266059,"Distal Intergenic",9,134641803,134844843,203041,1,"1289","ENST00000371817.8",-38916,"ENSG00000130635","COL5A1","collagen type V alpha 1 chain","Distal intergenic","COL5A1","1289"
"chr1",1308595,1309095,501,"*",5.33806113146542,4.56499083169598,5.8386890251316,-0.55866208714577,0.237360029127816,0.550197132266059,"Promoter (<=1kb)",1,1308597,1311677,3081,1,"126789","ENST00000379031.10",0,"ENSG00000169972","PUSL1","pseudouridine synthase like 1","Promoter (<=1 kb)","PUSL1","126789"
"chr3",12840718,12841218,501,"*",6.14363427715074,5.57914567244728,6.54832482976868,-0.546376919715194,0.237897008349482,0.551045406831078,"Promoter (<=1kb)",3,12839441,12840882,1442,2,"6161","ENST00000434963.1",0,"ENSG00000144713","RPL32","ribosomal protein L32","Promoter (<=1 kb)","RPL32","6161"
"chr3",194255457,194255957,501,"*",5.57760811876418,4.89259753916177,6.04018268203964,-0.555870429360349,0.238976174805672,0.553147439097612,"Promoter (<=1kb)",3,194203016,194255679,52664,2,"100505920","ENST00000794666.1",0,"ENSG00000214145","LINC02036","long intergenic non-protein coding RNA 2036","Promoter (<=1 kb)","LINC02036","100505920"
"chr19",1864155,1864655,501,"*",6.09201481025756,5.71429364715473,6.39108083449954,-0.484254748436152,0.239888737412453,0.554861099743664,"Promoter (<=1kb)",19,1852399,1863579,11181,2,"83855","ENST00000250916.6",-576,"ENSG00000129911","KLF16","KLF transcription factor 16","Promoter (<=1 kb)","KLF16","83855"
"chr1",153609186,153609686,501,"*",5.33204657312405,4.69539370757241,5.77225093966402,-0.551822014577181,0.240206553306475,0.555197643295167,"Promoter (<=1kb)",1,153606886,153609337,2452,2,"140576","ENST00000368704.5",0,"ENSG00000188643","S100A16","S100 calcium binding protein A16","Promoter (<=1 kb)","S100A16","140576"
"chr16",46689093,46689593,501,"*",4.77703395908254,3.52291357587033,5.43764399338633,-0.524791571239538,0.240688375017214,0.55567765832976,"Promoter (<=1kb)",16,46656132,46689178,33047,2,"55737","ENST00000299138.12",0,"ENSG00000069329","VPS35","VPS35 retromer complex component","Promoter (<=1 kb)","VPS35","55737"
"chr2",69914454,69914954,501,"*",6.1595929725686,3.98763330197713,6.98992210312354,-0.462977172557803,0.242278408016232,0.558783844401074,"Promoter (<=1kb)",2,69915041,69942938,27898,1,"4084","ENST00000540449.5",-87,"ENSG00000059728","MXD1","MAX dimerization protein 1","Promoter (<=1 kb)","MXD1","4084"
"chr1",20662070,20662570,501,"*",5.03783526195875,4.30421986664292,5.52182390463153,-0.551911458957285,0.242944836481768,0.559645347076052,"Promoter (<=1kb)",1,20651767,20661544,9778,2,"1650","ENST00000415136.6",-526,"ENSG00000244038","DDOST","dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit","Promoter (<=1 kb)","DDOST","1650"
"chr1",43453549,43454049,501,"*",4.68234357638208,3.25066770781093,5.38659582018694,-0.50589900584662,0.242999329782556,0.559645347076052,"Promoter (<=1kb)",1,43453927,43456995,3069,1,"100873923","ENST00000444386.1",0,"ENSG00000229348","HYI-AS1","HYI antisense RNA 1","Promoter (<=1 kb)","HYI-AS1","100873923"
"chr19",46816124,46816624,501,"*",5.35636308555181,6.00609997803769,4.14251762513167,0.523441557418704,0.243335351110155,0.560018929483513,"Distal Intergenic",19,46838172,46838820,649,2,"1175","ENST00000600964.1",22196,"ENSG00000042753","AP2S1","adaptor related protein complex 2 subunit sigma 1","Distal intergenic","AP2S1","1175"
"chr17",73192189,73192689,501,"*",5.6256289491507,5.15558061792641,5.97958405106833,-0.518430763079956,0.244434501915013,0.561746052189852,"Promoter (<=1kb)",17,73193055,73208507,15453,1,"9382","ENST00000299886.9",-366,"ENSG00000166685","COG1","component of oligomeric golgi complex 1","Promoter (<=1 kb)","COG1","9382"
"chr13",27425096,27425596,501,"*",5.4579293784634,4.96413360500651,5.82512798039947,-0.52359679422974,0.245319873690516,0.563378925895113,"Promoter (<=1kb)",13,27425411,27435688,10278,1,"2971","ENST00000470606.5",0,"ENSG00000122034","GTF3A","general transcription factor IIIA","Promoter (<=1 kb)","GTF3A","2971"
"chr12",7851767,7852267,501,"*",5.78376804654845,5.30065378238576,6.14505176514451,-0.522871793016383,0.245852534414365,0.563671643889185,"Intron (ENST00000340749.9/144195, intron 4 of 12)",12,7812513,7863455,50943,2,"144195","ENST00000616981.4",11188,"ENSG00000173262","SLC2A14","solute carrier family 2 member 14","Other intron","SLC2A14","144195"
"chr15",59105040,59105540,501,"*",4.88517068796332,4.19528130498632,5.34994205339007,-0.547468787222028,0.246021654270589,0.563671643889185,"Promoter (<=1kb)",15,59105126,59114614,9489,1,"9133","ENST00000561077.1",0,"ENSG00000157456","CCNB2","cyclin B2","Promoter (<=1 kb)","CCNB2","9133"
"chr5",180809988,180810488,501,"*",5.35906316668201,4.78958563681695,5.76629540404384,-0.53903271490502,0.246028059878715,0.563671643889185,"Promoter (<=1kb)",5,180790548,180810137,19590,2,"4245","ENST00000393340.7",0,"ENSG00000131446","MGAT1","alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase","Promoter (<=1 kb)","MGAT1","4245"
"chr5",178232389,178232889,501,"*",5.69455723752512,4.5818072649239,6.31522643448194,-0.527546709950929,0.246251616370771,0.563671643889185,"Promoter (<=1kb)",5,178207144,178232630,25487,2,"85007","ENST00000323594.9",0,"ENSG00000175309","PHYKPL","5-phosphohydroxy-L-lysine phospho-lyase","Promoter (<=1 kb)","PHYKPL","85007"
"chr14",91418170,91418670,501,"*",5.65283999178977,4.52291357587033,6.27863505865005,-0.525474371138112,0.246756127315832,0.563671643889185,"Promoter (<=1kb)",14,91418171,91421239,3069,1,"105370625","ENST00000557524.2",0,"ENSG00000258798","CCDC88C-DT","CCDC88C divergent transcript","Promoter (<=1 kb)","CCDC88C-DT","105370625"
"chr16",3105791,3106291,501,"*",4.88807355485876,5.33660335361914,4.23369956027462,0.544597531417638,0.247325439341471,0.563671643889185,"Promoter (<=1kb)",16,3105912,3109583,3672,1,"124903629","ENST00000806757.1",0,"ENSG00000263011","LOC124903629","uncharacterized LOC124903629","Promoter (<=1 kb)","LOC124903629","124903629"
"chr17",79027044,79027544,501,"*",5.20669921201802,4.47622497479753,5.68933506297975,-0.546477277415026,0.2474657595282,0.563671643889185,"Promoter (<=1kb)",17,79019078,79027620,8543,2,"100507410","ENST00000826455.1",76,"ENSG00000265096","C1QTNF1-AS1","C1QTNF1 antisense RNA 1","Promoter (<=1 kb)","C1QTNF1-AS1","100507410"
"chr8",22581923,22582423,501,"*",3.47951234593382,1.93795107514917,4.2076387862858,-0.493869651374824,0.247488416130894,0.563671643889185,"Promoter (1-2kb)",8,22580600,22589736,9137,1,"64236","ENST00000416159.5",1323,"ENSG00000120913","PDLIM2","PDZ and LIM domain 2","Promoter (1-2 kb)","PDLIM2","64236"
"chr17",7238526,7239026,501,"*",4.95918329256809,4.01674593603044,5.52443629719816,-0.537249462289048,0.247497824367164,0.563671643889185,"Promoter (<=1kb)",17,7235287,7238930,3644,2,"79142","ENST00000454255.6",0,"ENSG00000040633","PHF23","PHD finger protein 23","Promoter (<=1 kb)","PHF23","79142"
"chr7",99997237,99997737,501,"*",5.74193430563107,5.10673296368025,6.1814500517277,-0.543798794023177,0.247624853507146,0.563671643889185,"Promoter (<=1kb)",7,99997660,100011634,13975,1,"105375423","ENST00000740987.1",0,"ENSG00000286923","LOC105375423","uncharacterized LOC105375423","Promoter (<=1 kb)","LOC105375423","105375423"
"chr17",59619136,59619636,501,"*",5.22914183390575,4.71395854987492,5.60798187173698,-0.527701052348052,0.247929568039301,0.563671643889185,"Promoter (<=1kb)",17,59619680,59695112,75433,1,"1213","ENST00000714241.1",-44,"ENSG00000141367","CLTC","clathrin heavy chain","Promoter (<=1 kb)","CLTC","1213"
"chr2",219542625,219543125,501,"*",4.29148560009587,2.92873961292356,4.97958405106833,-0.503341085921184,0.248071505597413,0.563671643889185,"Promoter (<=1kb)",2,219539372,219543097,3726,2,"79586","ENST00000535926.3",0,"ENSG00000123989","CHPF","chondroitin polymerizing factor","Promoter (<=1 kb)","CHPF","79586"
"chr1",156741020,156741520,501,"*",5.72959897829256,4.97354811087689,6.22312854705659,-0.545293355853692,0.248363882159355,0.563938286340692,"Promoter (<=1kb)",1,156737303,156741088,3786,2,"79590","ENST00000361531.6",0,"ENSG00000143314","MRPL24","mitochondrial ribosomal protein L24","Promoter (<=1 kb)","MRPL24","79590"
