GL000194.1	3229	3659	Scramble_H4K16ac_rep1_peak_1	GL000194.1	1633	4194	p53KD_H4K16ac_rep1_peak_3
chr20	27950920	27952580	Scramble_H4K16ac_rep1_peak_7778	chr20	27950698	27952548	p53KD_H4K16ac_rep1_peak_8321
chr20	27955559	27958087	Scramble_H4K16ac_rep1_peak_7779	chr20	27953747	27961866	p53KD_H4K16ac_rep1_peak_8322
chr20	27967125	27968322	Scramble_H4K16ac_rep1_peak_7780	chr20	27965825	27967539	p53KD_H4K16ac_rep1_peak_8323
chr20	28020694	28021717	Scramble_H4K16ac_rep1_peak_7781	chr20	28020609	28021604	p53KD_H4K16ac_rep1_peak_8336
chr20	28022533	28023063	Scramble_H4K16ac_rep1_peak_7781	chr20	28022530	28024595	p53KD_H4K16ac_rep1_peak_8337
chr20	28032365	28033027	Scramble_H4K16ac_rep1_peak_7784	chr20	28030420	28035601	p53KD_H4K16ac_rep1_peak_8339
chr20	28049379	28050805	Scramble_H4K16ac_rep1_peak_7786	chr20	28047544	28057101	p53KD_H4K16ac_rep1_peak_8341
chr20	28053486	28054403	Scramble_H4K16ac_rep1_peak_7787	chr20	28047544	28057101	p53KD_H4K16ac_rep1_peak_8341
chr20	28055977	28055980	Scramble_H4K16ac_rep1_peak_7788	chr20	28047544	28057101	p53KD_H4K16ac_rep1_peak_8341
chr20	28067322	28068758	Scramble_H4K16ac_rep1_peak_7789	chr20	28066260	28069428	p53KD_H4K16ac_rep1_peak_8344
chr20	28070678	28071694	Scramble_H4K16ac_rep1_peak_7790	chr20	28070565	28072490	p53KD_H4K16ac_rep1_peak_8345
chr20	28118096	28118870	Scramble_H4K16ac_rep1_peak_7793	chr20	28117205	28118853	p53KD_H4K16ac_rep1_peak_8358
chr20	28142763	28143332	Scramble_H4K16ac_rep1_peak_7794	chr20	28140965	28143210	p53KD_H4K16ac_rep1_peak_8364
chr20	28154068	28155585	Scramble_H4K16ac_rep1_peak_7795	chr20	28150883	28155906	p53KD_H4K16ac_rep1_peak_8366
chr20	28170862	28171687	Scramble_H4K16ac_rep1_peak_7796	chr20	28169409	28173087	p53KD_H4K16ac_rep1_peak_8370
chr20	28181771	28183642	Scramble_H4K16ac_rep1_peak_7797	chr20	28181701	28185047	p53KD_H4K16ac_rep1_peak_8374
chr20	28195294	28195777	Scramble_H4K16ac_rep1_peak_7798	chr20	28195213	28195780	p53KD_H4K16ac_rep1_peak_8375
chr20	28227125	28227688	Scramble_H4K16ac_rep1_peak_7799	chr20	28225453	28229356	p53KD_H4K16ac_rep1_peak_8382
chr20	28235559	28236960	Scramble_H4K16ac_rep1_peak_7800	chr20	28235418	28236888	p53KD_H4K16ac_rep1_peak_8384
chr20	28249209	28251074	Scramble_H4K16ac_rep1_peak_7801	chr20	28245730	28253064	p53KD_H4K16ac_rep1_peak_8386
chr20	28262108	28262893	Scramble_H4K16ac_rep1_peak_7802	chr20	28260462	28264717	p53KD_H4K16ac_rep1_peak_8388
chr20	28264497	28264803	Scramble_H4K16ac_rep1_peak_7803	chr20	28260462	28264717	p53KD_H4K16ac_rep1_peak_8388
chr20	28266451	28271415	Scramble_H4K16ac_rep1_peak_7804	chr20	28266552	28275942	p53KD_H4K16ac_rep1_peak_8389
chr20	28278988	28280898	Scramble_H4K16ac_rep1_peak_7805	chr20	28276819	28280953	p53KD_H4K16ac_rep1_peak_8390
chr20	28305424	28306846	Scramble_H4K16ac_rep1_peak_7806	chr20	28303632	28310470	p53KD_H4K16ac_rep1_peak_8396
chr20	28308046	28308259	Scramble_H4K16ac_rep1_peak_7807	chr20	28303632	28310470	p53KD_H4K16ac_rep1_peak_8396
chr20	28349382	28350701	Scramble_H4K16ac_rep1_peak_7808	chr20	28348704	28353137	p53KD_H4K16ac_rep1_peak_8409
chr20	28359156	28360817	Scramble_H4K16ac_rep1_peak_7809	chr20	28359098	28361525	p53KD_H4K16ac_rep1_peak_8412
chr20	28372739	28373683	Scramble_H4K16ac_rep1_peak_7810	chr20	28372452	28372947	p53KD_H4K16ac_rep1_peak_8414
chr20	28400562	28402636	Scramble_H4K16ac_rep1_peak_7811	chr20	28400047	28402736	p53KD_H4K16ac_rep1_peak_8421
chr20	28405541	28406778	Scramble_H4K16ac_rep1_peak_7812	chr20	28405466	28407507	p53KD_H4K16ac_rep1_peak_8422
chr20	28414673	28415236	Scramble_H4K16ac_rep1_peak_7813	chr20	28413326	28415457	p53KD_H4K16ac_rep1_peak_8424
chr20	28438085	28438399	Scramble_H4K16ac_rep1_peak_7814	chr20	28437184	28438567	p53KD_H4K16ac_rep1_peak_8430
chr20	28463333	28463699	Scramble_H4K16ac_rep1_peak_7815	chr20	28463333	28463839	p53KD_H4K16ac_rep1_peak_8437
chr20	28494812	28497980	Scramble_H4K16ac_rep1_peak_7816	chr20	28494706	28498120	p53KD_H4K16ac_rep1_peak_8445
chr20	28515318	28516377	Scramble_H4K16ac_rep1_peak_7817	chr20	28515282	28518389	p53KD_H4K16ac_rep1_peak_8448
chr20	28517226	28517650	Scramble_H4K16ac_rep1_peak_7817	chr20	28515282	28518389	p53KD_H4K16ac_rep1_peak_8448
chr20	28534130	28535478	Scramble_H4K16ac_rep1_peak_7818	chr20	28535257	28535755	p53KD_H4K16ac_rep1_peak_8451
chr20	29916371	29917238	Scramble_H4K16ac_rep1_peak_7821	chr20	29916404	29916718	p53KD_H4K16ac_rep1_peak_8493
chr20	30096498	30097510	Scramble_H4K16ac_rep1_peak_7827	chr20	30095478	30097828	p53KD_H4K16ac_rep1_peak_8508
chr20	30118167	30119462	Scramble_H4K16ac_rep1_peak_7828	chr20	30117415	30121462	p53KD_H4K16ac_rep1_peak_8512
chr20	30133998	30135354	Scramble_H4K16ac_rep1_peak_7830	chr20	30132004	30135478	p53KD_H4K16ac_rep1_peak_8513
chr20	31061705	31061969	Scramble_H4K16ac_rep1_peak_7831	chr20	31053867	31069348	p53KD_H4K16ac_rep1_peak_8517
chr20	31070918	31071341	Scramble_H4K16ac_rep1_peak_7832	chr20	31070706	31075894	p53KD_H4K16ac_rep1_peak_8518
chr20	35741726	35743160	Scramble_H4K16ac_rep1_peak_7889	chr20	35741736	35742217	p53KD_H4K16ac_rep1_peak_8541
chr20	41100139	41100864	Scramble_H4K16ac_rep1_peak_7932	chr20	41100049	41100260	p53KD_H4K16ac_rep1_peak_8559
chr20	43457913	43458238	Scramble_H4K16ac_rep1_peak_7937	chr20	43457938	43458228	p53KD_H4K16ac_rep1_peak_8563
chr20	45889847	45891478	Scramble_H4K16ac_rep1_peak_7962	chr20	45890623	45891007	p53KD_H4K16ac_rep1_peak_8573
chr20	45934744	45935593	Scramble_H4K16ac_rep1_peak_7964	chr20	45934746	45934972	p53KD_H4K16ac_rep1_peak_8574
chr20	47356827	47358064	Scramble_H4K16ac_rep1_peak_7982	chr20	47358018	47358924	p53KD_H4K16ac_rep1_peak_8581
chr20	47358875	47359154	Scramble_H4K16ac_rep1_peak_7982	chr20	47358018	47358924	p53KD_H4K16ac_rep1_peak_8581
chr20	49046351	49046676	Scramble_H4K16ac_rep1_peak_7993	chr20	49046355	49046631	p53KD_H4K16ac_rep1_peak_8591
chr20	49278247	49279066	Scramble_H4K16ac_rep1_peak_7996	chr20	49278718	49279077	p53KD_H4K16ac_rep1_peak_8592
chr20	58131136	58133115	Scramble_H4K16ac_rep1_peak_8080	chr20	58130270	58132009	p53KD_H4K16ac_rep1_peak_8624
chr20	62057842	62058721	Scramble_H4K16ac_rep1_peak_8095	chr20	62057818	62058972	p53KD_H4K16ac_rep1_peak_8637
chr20	63626307	63627885	Scramble_H4K16ac_rep1_peak_8130	chr20	63626104	63626678	p53KD_H4K16ac_rep1_peak_8650
chr21	5601354	5603396	Scramble_H4K16ac_rep1_peak_8161	chr21	5602548	5603923	p53KD_H4K16ac_rep1_peak_8665
chr21	6217425	6218456	Scramble_H4K16ac_rep1_peak_8162	chr21	6217132	6218917	p53KD_H4K16ac_rep1_peak_8667
chr21	6368975	6370966	Scramble_H4K16ac_rep1_peak_8164	chr21	6370519	6370918	p53KD_H4K16ac_rep1_peak_8671
chr21	7096136	7098674	Scramble_H4K16ac_rep1_peak_8168	chr21	7097300	7099113	p53KD_H4K16ac_rep1_peak_8674
chr21	7477760	7480503	Scramble_H4K16ac_rep1_peak_8170	chr21	7479550	7480428	p53KD_H4K16ac_rep1_peak_8677
chr21	7657597	7660788	Scramble_H4K16ac_rep1_peak_8172	chr21	7658043	7658847	p53KD_H4K16ac_rep1_peak_8681
chr21	8202310	8255188	Scramble_H4K16ac_rep1_peak_8176	chr21	8202259	8252951	p53KD_H4K16ac_rep1_peak_8692
chr21	8202310	8255188	Scramble_H4K16ac_rep1_peak_8176	chr21	8253960	8260943	p53KD_H4K16ac_rep1_peak_8693
chr21	8256200	8260917	Scramble_H4K16ac_rep1_peak_8177	chr21	8253960	8260943	p53KD_H4K16ac_rep1_peak_8693
chr21	8385703	8391561	Scramble_H4K16ac_rep1_peak_8178	chr21	8385323	8391390	p53KD_H4K16ac_rep1_peak_8694
chr21	8392574	8472253	Scramble_H4K16ac_rep1_peak_8179	chr21	8392614	8435995	p53KD_H4K16ac_rep1_peak_8695
chr21	8392574	8472253	Scramble_H4K16ac_rep1_peak_8179	chr21	8436986	8472328	p53KD_H4K16ac_rep1_peak_8696
chr21	8810267	8810815	Scramble_H4K16ac_rep1_peak_8180	chr21	8810118	8810854	p53KD_H4K16ac_rep1_peak_8698
chr21	8987103	8990770	Scramble_H4K16ac_rep1_peak_8181	chr21	8986765	8987316	p53KD_H4K16ac_rep1_peak_8699
chr21	8987103	8990770	Scramble_H4K16ac_rep1_peak_8181	chr21	8988173	9002216	p53KD_H4K16ac_rep1_peak_8699
chr21	8992263	8993248	Scramble_H4K16ac_rep1_peak_8181	chr21	8988173	9002216	p53KD_H4K16ac_rep1_peak_8699
chr21	8994290	8996445	Scramble_H4K16ac_rep1_peak_8181	chr21	8988173	9002216	p53KD_H4K16ac_rep1_peak_8699
chr21	8997363	9000466	Scramble_H4K16ac_rep1_peak_8181	chr21	8988173	9002216	p53KD_H4K16ac_rep1_peak_8699
chr21	9001307	9003332	Scramble_H4K16ac_rep1_peak_8181	chr21	9003206	9004345	p53KD_H4K16ac_rep1_peak_8700
chr21	9001307	9003332	Scramble_H4K16ac_rep1_peak_8181	chr21	8988173	9002216	p53KD_H4K16ac_rep1_peak_8699
chr21	9004181	9011833	Scramble_H4K16ac_rep1_peak_8181	chr21	9003206	9004345	p53KD_H4K16ac_rep1_peak_8700
chr21	9004181	9011833	Scramble_H4K16ac_rep1_peak_8181	chr21	9005255	9011290	p53KD_H4K16ac_rep1_peak_8701
chr21	11186404	11187532	Scramble_H4K16ac_rep1_peak_8186	chr21	11186433	11186589	p53KD_H4K16ac_rep1_peak_8744
chr21	11186404	11187532	Scramble_H4K16ac_rep1_peak_8186	chr21	11187416	11188104	p53KD_H4K16ac_rep1_peak_8745
chr21	11225900	11226261	Scramble_H4K16ac_rep1_peak_8187	chr21	11224626	11226285	p53KD_H4K16ac_rep1_peak_8747
chr21	11301255	11302869	Scramble_H4K16ac_rep1_peak_8190	chr21	11301259	11303298	p53KD_H4K16ac_rep1_peak_8759
chr21	11312006	11313612	Scramble_H4K16ac_rep1_peak_8191	chr21	11312026	11313624	p53KD_H4K16ac_rep1_peak_8760
chr21	11378936	11381170	Scramble_H4K16ac_rep1_peak_8192	chr21	11379392	11381214	p53KD_H4K16ac_rep1_peak_8767
chr21	11432177	11432999	Scramble_H4K16ac_rep1_peak_8195	chr21	11432811	11433563	p53KD_H4K16ac_rep1_peak_8772
chr21	11499337	11499451	Scramble_H4K16ac_rep1_peak_8196	chr21	11498853	11501186	p53KD_H4K16ac_rep1_peak_8781
chr21	11522565	11523100	Scramble_H4K16ac_rep1_peak_8197	chr21	11522485	11523056	p53KD_H4K16ac_rep1_peak_8786
chr21	11547353	11548266	Scramble_H4K16ac_rep1_peak_8198	chr21	11547225	11548287	p53KD_H4K16ac_rep1_peak_8790
chr21	11552214	11552441	Scramble_H4K16ac_rep1_peak_8199	chr21	11551386	11554839	p53KD_H4K16ac_rep1_peak_8791
chr21	11553444	11553657	Scramble_H4K16ac_rep1_peak_8199	chr21	11551386	11554839	p53KD_H4K16ac_rep1_peak_8791
chr21	11554585	11554853	Scramble_H4K16ac_rep1_peak_8199	chr21	11551386	11554839	p53KD_H4K16ac_rep1_peak_8791
chr21	11784857	11785452	Scramble_H4K16ac_rep1_peak_8202	chr21	11784195	11785591	p53KD_H4K16ac_rep1_peak_8828
chr21	11870654	11870849	Scramble_H4K16ac_rep1_peak_8204	chr21	11870588	11872271	p53KD_H4K16ac_rep1_peak_8841
chr21	11875258	11876763	Scramble_H4K16ac_rep1_peak_8205	chr21	11875260	11875383	p53KD_H4K16ac_rep1_peak_8843
chr21	11893154	11893930	Scramble_H4K16ac_rep1_peak_8206	chr21	11893695	11893972	p53KD_H4K16ac_rep1_peak_8846
chr21	11968809	11969080	Scramble_H4K16ac_rep1_peak_8208	chr21	11968814	11969104	p53KD_H4K16ac_rep1_peak_8855
chr21	11978921	11980078	Scramble_H4K16ac_rep1_peak_8209	chr21	11978944	11980068	p53KD_H4K16ac_rep1_peak_8858
chr21	11992678	11996393	Scramble_H4K16ac_rep1_peak_8210	chr21	11992716	11996490	p53KD_H4K16ac_rep1_peak_8860
chr21	12007491	12008094	Scramble_H4K16ac_rep1_peak_8211	chr21	12007772	12009569	p53KD_H4K16ac_rep1_peak_8861
chr21	12032092	12032997	Scramble_H4K16ac_rep1_peak_8213	chr21	12030994	12032322	p53KD_H4K16ac_rep1_peak_8867
chr21	12037498	12039053	Scramble_H4K16ac_rep1_peak_8214	chr21	12035916	12039719	p53KD_H4K16ac_rep1_peak_8868
chr21	12042294	12044893	Scramble_H4K16ac_rep1_peak_8215	chr21	12041327	12044900	p53KD_H4K16ac_rep1_peak_8869
chr21	12106192	12108160	Scramble_H4K16ac_rep1_peak_8218	chr21	12106169	12107376	p53KD_H4K16ac_rep1_peak_8881
chr21	12160839	12161165	Scramble_H4K16ac_rep1_peak_8220	chr21	12160780	12160951	p53KD_H4K16ac_rep1_peak_8889
chr21	12167144	12169109	Scramble_H4K16ac_rep1_peak_8221	chr21	12166571	12168739	p53KD_H4K16ac_rep1_peak_8890
chr21	12182383	12183636	Scramble_H4K16ac_rep1_peak_8222	chr21	12182668	12185102	p53KD_H4K16ac_rep1_peak_8894
chr21	12193076	12194667	Scramble_H4K16ac_rep1_peak_8223	chr21	12194554	12194786	p53KD_H4K16ac_rep1_peak_8895
chr21	12211571	12213593	Scramble_H4K16ac_rep1_peak_8224	chr21	12211274	12213523	p53KD_H4K16ac_rep1_peak_8899
chr21	12220220	12220323	Scramble_H4K16ac_rep1_peak_8225	chr21	12219281	12220443	p53KD_H4K16ac_rep1_peak_8900
chr21	12227606	12228101	Scramble_H4K16ac_rep1_peak_8226	chr21	12226422	12228158	p53KD_H4K16ac_rep1_peak_8903
chr21	12240249	12241698	Scramble_H4K16ac_rep1_peak_8227	chr21	12239446	12241715	p53KD_H4K16ac_rep1_peak_8906
chr21	12245225	12245431	Scramble_H4K16ac_rep1_peak_8228	chr21	12245207	12246791	p53KD_H4K16ac_rep1_peak_8907
chr21	12268031	12268273	Scramble_H4K16ac_rep1_peak_8229	chr21	12266703	12268799	p53KD_H4K16ac_rep1_peak_8911
chr21	12277742	12280284	Scramble_H4K16ac_rep1_peak_8230	chr21	12277740	12280237	p53KD_H4K16ac_rep1_peak_8914
chr21	12382489	12383056	Scramble_H4K16ac_rep1_peak_8231	chr21	12382195	12383187	p53KD_H4K16ac_rep1_peak_8924
chr21	12520768	12521054	Scramble_H4K16ac_rep1_peak_8232	chr21	12520124	12521392	p53KD_H4K16ac_rep1_peak_8936
chr21	12658166	12658550	Scramble_H4K16ac_rep1_peak_8237	chr21	12658190	12658561	p53KD_H4K16ac_rep1_peak_8953
chr21	12692261	12692864	Scramble_H4K16ac_rep1_peak_8238	chr21	12692268	12692779	p53KD_H4K16ac_rep1_peak_8956
chr21	12796993	12798845	Scramble_H4K16ac_rep1_peak_8239	chr21	12798188	12798474	p53KD_H4K16ac_rep1_peak_8975
chr21	12814814	12815078	Scramble_H4K16ac_rep1_peak_8240	chr21	12814802	12815188	p53KD_H4K16ac_rep1_peak_8982
chr21	12852022	12853093	Scramble_H4K16ac_rep1_peak_8241	chr21	12851151	12854457	p53KD_H4K16ac_rep1_peak_8983
chr21	12854185	12854447	Scramble_H4K16ac_rep1_peak_8242	chr21	12851151	12854457	p53KD_H4K16ac_rep1_peak_8983
chr21	32463662	32464612	Scramble_H4K16ac_rep1_peak_8250	chr21	32464330	32464525	p53KD_H4K16ac_rep1_peak_8993
chr22	11814596	11814875	Scramble_H4K16ac_rep1_peak_8331	chr22	11814565	11816825	p53KD_H4K16ac_rep1_peak_9028
chr22	11816494	11816710	Scramble_H4K16ac_rep1_peak_8331	chr22	11814565	11816825	p53KD_H4K16ac_rep1_peak_9028
chr22	12175728	12176146	Scramble_H4K16ac_rep1_peak_8332	chr22	12175646	12177015	p53KD_H4K16ac_rep1_peak_9032
chr22	13417874	13419077	Scramble_H4K16ac_rep1_peak_8335	chr22	13418914	13419100	p53KD_H4K16ac_rep1_peak_9074
chr22	13487703	13487799	Scramble_H4K16ac_rep1_peak_8338	chr22	13487302	13488973	p53KD_H4K16ac_rep1_peak_9083
chr22	13610773	13611095	Scramble_H4K16ac_rep1_peak_8340	chr22	13610809	13611090	p53KD_H4K16ac_rep1_peak_9100
chr22	13637904	13638397	Scramble_H4K16ac_rep1_peak_8342	chr22	13637907	13638466	p53KD_H4K16ac_rep1_peak_9104
chr22	13650845	13651053	Scramble_H4K16ac_rep1_peak_8343	chr22	13650794	13651077	p53KD_H4K16ac_rep1_peak_9105
chr22	13661121	13661570	Scramble_H4K16ac_rep1_peak_8344	chr22	13661003	13661563	p53KD_H4K16ac_rep1_peak_9107
chr22	13945879	13946581	Scramble_H4K16ac_rep1_peak_8346	chr22	13945168	13946661	p53KD_H4K16ac_rep1_peak_9154
chr22	13959949	13960757	Scramble_H4K16ac_rep1_peak_8347	chr22	13959944	13962205	p53KD_H4K16ac_rep1_peak_9156
chr22	14117482	14118592	Scramble_H4K16ac_rep1_peak_8349	chr22	14117410	14118589	p53KD_H4K16ac_rep1_peak_9182
chr22	14133300	14134902	Scramble_H4K16ac_rep1_peak_8350	chr22	14130764	14136278	p53KD_H4K16ac_rep1_peak_9184
chr22	14169239	14169312	Scramble_H4K16ac_rep1_peak_8352	chr22	14168877	14169694	p53KD_H4K16ac_rep1_peak_9192
chr22	14170151	14170740	Scramble_H4K16ac_rep1_peak_8352	chr22	14170554	14172427	p53KD_H4K16ac_rep1_peak_9193
chr22	14174829	14177341	Scramble_H4K16ac_rep1_peak_8353	chr22	14174411	14175018	p53KD_H4K16ac_rep1_peak_9194
chr22	14174829	14177341	Scramble_H4K16ac_rep1_peak_8353	chr22	14177028	14178212	p53KD_H4K16ac_rep1_peak_9195
chr22	14180746	14180875	Scramble_H4K16ac_rep1_peak_8354	chr22	14179892	14181111	p53KD_H4K16ac_rep1_peak_9196
chr22	14181699	14182448	Scramble_H4K16ac_rep1_peak_8354	chr22	14182012	14183388	p53KD_H4K16ac_rep1_peak_9197
chr22	14197161	14197879	Scramble_H4K16ac_rep1_peak_8355	chr22	14195158	14198044	p53KD_H4K16ac_rep1_peak_9199
chr22	14244702	14244922	Scramble_H4K16ac_rep1_peak_8356	chr22	14242889	14246340	p53KD_H4K16ac_rep1_peak_9208
chr22	14305671	14307265	Scramble_H4K16ac_rep1_peak_8358	chr22	14305608	14308719	p53KD_H4K16ac_rep1_peak_9215
chr22	14321280	14322336	Scramble_H4K16ac_rep1_peak_8359	chr22	14321308	14322761	p53KD_H4K16ac_rep1_peak_9217
chr22	14358693	14358881	Scramble_H4K16ac_rep1_peak_8360	chr22	14358514	14363494	p53KD_H4K16ac_rep1_peak_9222
chr22	14359906	14360139	Scramble_H4K16ac_rep1_peak_8360	chr22	14358514	14363494	p53KD_H4K16ac_rep1_peak_9222
chr22	14366139	14366655	Scramble_H4K16ac_rep1_peak_8361	chr22	14365284	14366693	p53KD_H4K16ac_rep1_peak_9223
chr22	14377202	14380101	Scramble_H4K16ac_rep1_peak_8362	chr22	14377184	14381557	p53KD_H4K16ac_rep1_peak_9225
chr22	14392834	14393038	Scramble_H4K16ac_rep1_peak_8363	chr22	14392694	14393047	p53KD_H4K16ac_rep1_peak_9228
chr22	14395481	14397027	Scramble_H4K16ac_rep1_peak_8364	chr22	14395893	14396978	p53KD_H4K16ac_rep1_peak_9229
chr22	14404939	14406961	Scramble_H4K16ac_rep1_peak_8365	chr22	14404578	14407359	p53KD_H4K16ac_rep1_peak_9231
chr22	14416862	14417969	Scramble_H4K16ac_rep1_peak_8367	chr22	14416220	14418665	p53KD_H4K16ac_rep1_peak_9235
chr22	14520917	14521682	Scramble_H4K16ac_rep1_peak_8368	chr22	14520881	14521735	p53KD_H4K16ac_rep1_peak_9239
chr22	14659086	14659481	Scramble_H4K16ac_rep1_peak_8369	chr22	14659044	14659991	p53KD_H4K16ac_rep1_peak_9253
chr22	14707846	14708042	Scramble_H4K16ac_rep1_peak_8371	chr22	14707836	14708037	p53KD_H4K16ac_rep1_peak_9259
chr22	14796664	14797023	Scramble_H4K16ac_rep1_peak_8374	chr22	14796137	14797062	p53KD_H4K16ac_rep1_peak_9269
chr22	14830825	14831258	Scramble_H4K16ac_rep1_peak_8375	chr22	14830738	14831311	p53KD_H4K16ac_rep1_peak_9274
chr22	14863975	14864342	Scramble_H4K16ac_rep1_peak_8376	chr22	14864164	14864746	p53KD_H4K16ac_rep1_peak_9279
chr22	14882329	14882664	Scramble_H4K16ac_rep1_peak_8377	chr22	14882358	14882627	p53KD_H4K16ac_rep1_peak_9282
chr22	14931461	14931625	Scramble_H4K16ac_rep1_peak_8378	chr22	14931342	14931789	p53KD_H4K16ac_rep1_peak_9290
chr22	14990462	14991648	Scramble_H4K16ac_rep1_peak_8379	chr22	14989657	14990605	p53KD_H4K16ac_rep1_peak_9300
chr22	14990462	14991648	Scramble_H4K16ac_rep1_peak_8379	chr22	14991550	14993336	p53KD_H4K16ac_rep1_peak_9300
chr22	15026168	15026459	Scramble_H4K16ac_rep1_peak_8381	chr22	15025483	15027553	p53KD_H4K16ac_rep1_peak_9307
chr22	23893998	23895490	Scramble_H4K16ac_rep1_peak_8421	chr22	23894474	23895097	p53KD_H4K16ac_rep1_peak_9331
chr22	43104127	43104321	Scramble_H4K16ac_rep1_peak_8571	chr22	43104162	43104380	p53KD_H4K16ac_rep1_peak_9354
chr22	50807914	50808465	Scramble_H4K16ac_rep1_peak_8623	chr22	50807907	50808462	p53KD_H4K16ac_rep1_peak_9365
chr3	10012	10555	Scramble_H4K16ac_rep1_peak_8624	chr3	9991	10665	p53KD_H4K16ac_rep1_peak_9366
chr3	47513048	47513969	Scramble_H4K16ac_rep1_peak_8725	chr3	47513139	47513407	p53KD_H4K16ac_rep1_peak_9413
chr3	48663236	48663991	Scramble_H4K16ac_rep1_peak_8744	chr3	48663139	48663527	p53KD_H4K16ac_rep1_peak_9419
chr3	50292044	50292408	Scramble_H4K16ac_rep1_peak_8771	chr3	50292056	50292445	p53KD_H4K16ac_rep1_peak_9424
chr3	50340204	50340893	Scramble_H4K16ac_rep1_peak_8775	chr3	50340641	50341180	p53KD_H4K16ac_rep1_peak_9426
chr3	75669038	75669397	Scramble_H4K16ac_rep1_peak_8837	chr3	75668987	75669460	p53KD_H4K16ac_rep1_peak_9440
chr3	91048634	91049145	Scramble_H4K16ac_rep1_peak_8841	chr3	91047277	91049095	p53KD_H4K16ac_rep1_peak_9458
chr3	91190503	91192003	Scramble_H4K16ac_rep1_peak_8844	chr3	91190368	91192213	p53KD_H4K16ac_rep1_peak_9465
chr3	91550151	91550924	Scramble_H4K16ac_rep1_peak_8845	chr3	91548422	91550985	p53KD_H4K16ac_rep1_peak_9468
chr3	91637524	91638589	Scramble_H4K16ac_rep1_peak_8847	chr3	91637447	91639883	p53KD_H4K16ac_rep1_peak_9479
chr3	91830772	91831056	Scramble_H4K16ac_rep1_peak_8850	chr3	91830801	91831101	p53KD_H4K16ac_rep1_peak_9514
chr3	91965337	91965482	Scramble_H4K16ac_rep1_peak_8852	chr3	91964971	91965508	p53KD_H4K16ac_rep1_peak_9541
chr3	92186472	92186825	Scramble_H4K16ac_rep1_peak_8855	chr3	92183714	92186639	p53KD_H4K16ac_rep1_peak_9581
chr3	92254782	92256874	Scramble_H4K16ac_rep1_peak_8857	chr3	92254707	92257132	p53KD_H4K16ac_rep1_peak_9596
chr3	92497873	92498437	Scramble_H4K16ac_rep1_peak_8860	chr3	92497161	92498127	p53KD_H4K16ac_rep1_peak_9636
chr3	92736180	92737114	Scramble_H4K16ac_rep1_peak_8862	chr3	92735761	92737722	p53KD_H4K16ac_rep1_peak_9686
chr3	92878714	92879313	Scramble_H4K16ac_rep1_peak_8863	chr3	92878746	92879030	p53KD_H4K16ac_rep1_peak_9710
chr3	92976598	92977480	Scramble_H4K16ac_rep1_peak_8864	chr3	92975537	92977964	p53KD_H4K16ac_rep1_peak_9733
chr3	93424504	93424855	Scramble_H4K16ac_rep1_peak_8868	chr3	93423763	93426209	p53KD_H4K16ac_rep1_peak_9795
chr3	93705750	93708417	Scramble_H4K16ac_rep1_peak_8870	chr3	93705762	93706688	p53KD_H4K16ac_rep1_peak_9834
chr3	93705750	93708417	Scramble_H4K16ac_rep1_peak_8870	chr3	93707802	93708767	p53KD_H4K16ac_rep1_peak_9835
chr3	129182859	129183608	Scramble_H4K16ac_rep1_peak_8932	chr3	129183451	129183812	p53KD_H4K16ac_rep1_peak_9872
chr4	3834636	3836504	Scramble_H4K16ac_rep1_peak_9080	chr4	3836341	3836850	p53KD_H4K16ac_rep1_peak_9933
chr4	49092042	49093742	Scramble_H4K16ac_rep1_peak_9127	chr4	49091513	49100370	p53KD_H4K16ac_rep1_peak_9954
chr4	49097387	49099161	Scramble_H4K16ac_rep1_peak_9128	chr4	49091513	49100370	p53KD_H4K16ac_rep1_peak_9954
chr4	49101394	49103335	Scramble_H4K16ac_rep1_peak_9129	chr4	49101385	49106461	p53KD_H4K16ac_rep1_peak_9954
chr4	49104430	49106074	Scramble_H4K16ac_rep1_peak_9130	chr4	49101385	49106461	p53KD_H4K16ac_rep1_peak_9954
chr4	49107499	49110273	Scramble_H4K16ac_rep1_peak_9131	chr4	49107343	49110888	p53KD_H4K16ac_rep1_peak_9954
chr4	49119490	49121137	Scramble_H4K16ac_rep1_peak_9132	chr4	49117270	49121965	p53KD_H4K16ac_rep1_peak_9957
chr4	49149372	49150566	Scramble_H4K16ac_rep1_peak_9133	chr4	49147291	49151411	p53KD_H4K16ac_rep1_peak_9964
chr4	49709377	49711651	Scramble_H4K16ac_rep1_peak_9135	chr4	49709379	49711613	p53KD_H4K16ac_rep1_peak_9975
chr4	49947766	49948206	Scramble_H4K16ac_rep1_peak_9139	chr4	49947004	49949492	p53KD_H4K16ac_rep1_peak_10009
chr4	50004108	50005089	Scramble_H4K16ac_rep1_peak_9140	chr4	50003530	50005469	p53KD_H4K16ac_rep1_peak_10023
chr4	50332405	50332841	Scramble_H4K16ac_rep1_peak_9143	chr4	50332305	50333559	p53KD_H4K16ac_rep1_peak_10089
chr4	50340414	50341991	Scramble_H4K16ac_rep1_peak_9144	chr4	50340258	50343373	p53KD_H4K16ac_rep1_peak_10091
chr4	50406491	50407011	Scramble_H4K16ac_rep1_peak_9146	chr4	50406435	50407001	p53KD_H4K16ac_rep1_peak_10106
